"","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","datetime"
"2292","1.052","0.000","238.720","4.400","0.000","0.000",0,2007-02-02 20:11:00
"2293","1.048","0.000","238.380","4.400","0.000","0.000",0,2007-02-02 20:12:00
"2294","1.094","0.000","237.680","4.600","0.000","0.000",0,2007-02-02 20:13:00
"2295","1.302","0.120","237.660","5.400","0.000","0.000",0,2007-02-02 20:14:00
"2296","0.844","0.116","238.240","3.600","0.000","0.000",0,2007-02-02 20:15:00
"2297","0.822","0.110","237.410","3.400","0.000","0.000",0,2007-02-02 20:16:00
"2298","0.818","0.110","237.190","3.400","0.000","0.000",0,2007-02-02 20:17:00
"2299","0.822","0.114","238.330","3.400","0.000","0.000",0,2007-02-02 20:18:00
"2300","0.828","0.118","239.550","3.400","0.000","0.000",0,2007-02-02 20:19:00
"2301","1.026","0.112","238.610","4.400","0.000","0.000",0,2007-02-02 20:20:00
"2302","1.332","0.116","238.340","5.600","0.000","0.000",0,2007-02-02 20:21:00
"2303","1.370","0.116","238.330","5.800","0.000","0.000",0,2007-02-02 20:22:00
"2304","1.326","0.118","238.550","5.600","0.000","0.000",0,2007-02-02 20:23:00
"2305","1.330","0.118","238.820","5.600","0.000","0.000",0,2007-02-02 20:24:00
"2306","2.318","0.336","238.130","10.400","0.000","0.000",0,2007-02-02 20:25:00
"2307","1.336","0.124","240.050","5.600","0.000","0.000",0,2007-02-02 20:26:00
"2308","1.334","0.124","239.940","5.600","0.000","0.000",0,2007-02-02 20:27:00
"2309","1.420","0.222","239.220","6.000","0.000","0.000",0,2007-02-02 20:28:00
"2310","1.400","0.222","238.940","5.800","0.000","0.000",0,2007-02-02 20:29:00
"2311","1.400","0.222","239.080","5.800","0.000","0.000",0,2007-02-02 20:30:00
"2312","1.408","0.226","239.960","5.800","0.000","0.000",0,2007-02-02 20:31:00
"2313","1.420","0.226","240.030","6.000","0.000","0.000",0,2007-02-02 20:32:00
"2314","1.408","0.226","239.910","5.800","0.000","0.000",0,2007-02-02 20:33:00
"2315","1.396","0.224","239.770","5.800","0.000","0.000",0,2007-02-02 20:34:00
"2316","1.270","0.158","240.370","5.400","0.000","0.000",0,2007-02-02 20:35:00
"2317","0.980","0.100","240.480","4.000","0.000","0.000",0,2007-02-02 20:36:00
"2318","0.984","0.104","241.280","4.000","0.000","0.000",0,2007-02-02 20:37:00
"2319","0.984","0.104","241.320","4.000","0.000","0.000",0,2007-02-02 20:38:00
"2320","0.978","0.102","240.750","4.000","0.000","0.000",0,2007-02-02 20:39:00
"2321","0.978","0.102","240.640","4.000","0.000","0.000",0,2007-02-02 20:40:00
"2322","0.978","0.102","240.870","4.000","0.000","0.000",0,2007-02-02 20:41:00
"2323","1.148","0.098","240.450","4.800","0.000","0.000",0,2007-02-02 20:42:00
"2324","1.218","0.092","241.170","5.000","0.000","0.000",0,2007-02-02 20:43:00
"2325","0.916","0.000","241.570","3.800","0.000","0.000",0,2007-02-02 20:44:00
"2326","0.918","0.000","242.080","3.800","0.000","0.000",0,2007-02-02 20:45:00
"2327","0.956","0.000","240.900","4.000","0.000","0.000",0,2007-02-02 20:46:00
"2328","1.072","0.000","240.080","4.600","0.000","0.000",0,2007-02-02 20:47:00
"2329","0.490","0.000","240.630","2.000","0.000","0.000",0,2007-02-02 20:48:00
"2330","0.490","0.000","241.870","2.000","0.000","0.000",0,2007-02-02 20:49:00
"2331","0.490","0.000","241.760","2.000","0.000","0.000",0,2007-02-02 20:50:00
"2332","0.488","0.000","241.340","2.000","0.000","0.000",0,2007-02-02 20:51:00
"2333","0.488","0.000","241.470","2.000","0.000","0.000",0,2007-02-02 20:52:00
"2334","0.488","0.000","241.270","2.000","0.000","0.000",0,2007-02-02 20:53:00
"2335","0.490","0.000","241.890","2.000","0.000","0.000",0,2007-02-02 20:54:00
"2336","0.494","0.000","242.870","2.000","0.000","0.000",0,2007-02-02 20:55:00
"2337","0.492","0.000","242.570","2.000","0.000","0.000",0,2007-02-02 20:56:00
"2338","0.492","0.000","242.370","2.000","0.000","0.000",0,2007-02-02 20:57:00
"2339","0.490","0.000","241.810","2.000","0.000","0.000",0,2007-02-02 20:58:00
"2340","0.490","0.000","241.870","2.000","0.000","0.000",0,2007-02-02 20:59:00
"2341","0.492","0.000","242.480","2.000","0.000","0.000",0,2007-02-02 21:00:00
"2342","0.614","0.140","242.100","2.600","0.000","0.000",0,2007-02-02 21:01:00
"2343","0.604","0.144","243.420","2.400","0.000","0.000",0,2007-02-02 21:02:00
"2344","0.600","0.142","243.250","2.400","0.000","0.000",0,2007-02-02 21:03:00
"2345","0.590","0.128","240.740","2.400","0.000","0.000",0,2007-02-02 21:04:00
"2346","0.588","0.128","240.760","2.400","0.000","0.000",0,2007-02-02 21:05:00
"2347","0.586","0.128","240.650","2.400","0.000","0.000",0,2007-02-02 21:06:00
"2348","0.586","0.130","241.150","2.400","0.000","0.000",0,2007-02-02 21:07:00
"2349","0.584","0.130","240.840","2.400","0.000","0.000",0,2007-02-02 21:08:00
"2350","0.584","0.130","241.090","2.400","0.000","0.000",0,2007-02-02 21:09:00
"2351","0.582","0.128","240.760","2.400","0.000","0.000",0,2007-02-02 21:10:00
"2352","0.582","0.130","240.880","2.400","0.000","0.000",0,2007-02-02 21:11:00
"2353","0.576","0.124","239.820","2.400","0.000","0.000",0,2007-02-02 21:12:00
"2354","0.576","0.126","240.060","2.400","0.000","0.000",0,2007-02-02 21:13:00
"2355","0.576","0.124","240.060","2.400","0.000","0.000",0,2007-02-02 21:14:00
"2356","0.576","0.126","240.060","2.400","0.000","0.000",0,2007-02-02 21:15:00
"2357","0.652","0.206","240.530","2.800","0.000","0.000",0,2007-02-02 21:16:00
"2358","0.558","0.094","239.820","2.400","0.000","0.000",0,2007-02-02 21:17:00
"2359","0.558","0.092","239.360","2.400","0.000","0.000",0,2007-02-02 21:18:00
"2360","0.646","0.206","239.050","2.800","0.000","0.000",0,2007-02-02 21:19:00
"2361","0.640","0.214","239.550","2.800","0.000","1.000",0,2007-02-02 21:20:00
"2362","0.636","0.214","239.560","2.800","0.000","1.000",0,2007-02-02 21:21:00
"2363","0.632","0.212","239.230","2.800","0.000","2.000",0,2007-02-02 21:22:00
"2364","0.634","0.214","239.610","2.800","0.000","1.000",0,2007-02-02 21:23:00
"2365","0.634","0.214","239.580","2.800","0.000","2.000",0,2007-02-02 21:24:00
"2366","0.634","0.216","239.880","2.800","0.000","1.000",0,2007-02-02 21:25:00
"2367","0.640","0.226","241.630","2.800","0.000","1.000",0,2007-02-02 21:26:00
"2368","0.622","0.198","241.190","2.600","0.000","2.000",0,2007-02-02 21:27:00
"2369","0.572","0.120","241.440","2.400","0.000","1.000",0,2007-02-02 21:28:00
"2370","0.574","0.122","242.180","2.400","0.000","2.000",0,2007-02-02 21:29:00
"2371","0.572","0.122","242.160","2.400","0.000","1.000",0,2007-02-02 21:30:00
"2372","0.570","0.122","241.740","2.400","0.000","1.000",0,2007-02-02 21:31:00
"2373","0.566","0.118","240.820","2.400","0.000","2.000",0,2007-02-02 21:32:00
"2374","0.566","0.118","240.920","2.400","0.000","1.000",0,2007-02-02 21:33:00
"2375","0.564","0.116","240.340","2.400","0.000","1.000",0,2007-02-02 21:34:00
"2376","0.564","0.116","240.510","2.400","0.000","2.000",0,2007-02-02 21:35:00
"2377","0.558","0.112","239.640","2.400","0.000","1.000",0,2007-02-02 21:36:00
"2378","0.558","0.110","239.300","2.400","0.000","1.000",0,2007-02-02 21:37:00
"2379","0.558","0.112","239.710","2.400","0.000","1.000",0,2007-02-02 21:38:00
"2380","0.558","0.112","239.630","2.400","0.000","2.000",0,2007-02-02 21:39:00
"2381","0.554","0.110","239.220","2.400","0.000","1.000",0,2007-02-02 21:40:00
"2382","0.582","0.130","238.110","2.600","0.000","1.000",0,2007-02-02 21:41:00
"2383","0.658","0.234","237.950","2.800","0.000","1.000",0,2007-02-02 21:42:00
"2384","0.656","0.234","238.020","2.800","0.000","2.000",0,2007-02-02 21:43:00
"2385","0.652","0.234","237.800","2.800","0.000","1.000",0,2007-02-02 21:44:00
"2386","0.648","0.232","237.480","2.800","0.000","1.000",0,2007-02-02 21:45:00
"2387","0.644","0.230","237.160","2.800","0.000","1.000",0,2007-02-02 21:46:00
"2388","0.644","0.232","237.460","2.800","0.000","1.000",0,2007-02-02 21:47:00
"2389","0.644","0.232","237.610","2.800","0.000","1.000",0,2007-02-02 21:48:00
"2390","0.578","0.122","238.080","2.400","0.000","1.000",0,2007-02-02 21:49:00
"2391","0.574","0.116","238.160","2.400","0.000","0.000",0,2007-02-02 21:50:00
"2392","0.576","0.120","239.060","2.400","0.000","0.000",0,2007-02-02 21:51:00
"2393","0.578","0.122","239.610","2.400","0.000","0.000",0,2007-02-02 21:52:00
"2394","0.572","0.116","238.180","2.400","0.000","0.000",0,2007-02-02 21:53:00
"2395","0.570","0.116","237.940","2.400","0.000","0.000",0,2007-02-02 21:54:00
"2396","0.568","0.114","237.420","2.400","0.000","0.000",0,2007-02-02 21:55:00
"2397","0.568","0.114","237.410","2.400","0.000","0.000",0,2007-02-02 21:56:00
"2398","0.514","0.000","238.520","2.200","0.000","0.000",0,2007-02-02 21:57:00
"2399","0.480","0.000","238.420","2.000","0.000","0.000",0,2007-02-02 21:58:00
"2400","0.480","0.000","238.670","2.000","0.000","0.000",0,2007-02-02 21:59:00
"2401","0.518","0.000","238.970","2.200","0.000","0.000",0,2007-02-02 22:00:00
"2402","0.552","0.088","237.640","2.200","0.000","0.000",0,2007-02-02 22:01:00
"2403","0.550","0.086","237.120","2.200","0.000","0.000",0,2007-02-02 22:02:00
"2404","0.552","0.088","237.610","2.200","0.000","0.000",0,2007-02-02 22:03:00
"2405","0.552","0.088","237.960","2.200","0.000","0.000",0,2007-02-02 22:04:00
"2406","0.554","0.092","238.590","2.200","0.000","0.000",0,2007-02-02 22:05:00
"2407","0.552","0.092","238.700","2.200","0.000","0.000",0,2007-02-02 22:06:00
"2408","0.550","0.090","238.310","2.200","0.000","0.000",0,2007-02-02 22:07:00
"2409","0.552","0.094","239.260","2.200","0.000","0.000",0,2007-02-02 22:08:00
"2410","0.550","0.094","239.090","2.200","0.000","0.000",0,2007-02-02 22:09:00
"2411","0.552","0.094","239.510","2.200","0.000","0.000",0,2007-02-02 22:10:00
"2412","0.530","0.064","239.990","2.200","0.000","0.000",0,2007-02-02 22:11:00
"2413","0.486","0.000","240.090","2.000","0.000","0.000",0,2007-02-02 22:12:00
"2414","0.486","0.000","240.670","2.000","0.000","0.000",0,2007-02-02 22:13:00
"2415","0.486","0.000","240.560","2.000","0.000","0.000",0,2007-02-02 22:14:00
"2416","0.486","0.000","240.050","2.000","0.000","0.000",0,2007-02-02 22:15:00
"2417","0.484","0.000","239.530","2.000","0.000","0.000",0,2007-02-02 22:16:00
"2418","0.484","0.000","239.730","2.000","0.000","0.000",0,2007-02-02 22:17:00
"2419","0.484","0.000","239.430","2.000","0.000","0.000",0,2007-02-02 22:18:00
"2420","0.482","0.000","239.010","2.000","0.000","0.000",0,2007-02-02 22:19:00
"2421","0.482","0.000","239.270","2.000","0.000","0.000",0,2007-02-02 22:20:00
"2422","0.484","0.000","239.690","2.000","0.000","0.000",0,2007-02-02 22:21:00
"2423","0.518","0.000","240.750","2.200","0.000","0.000",0,2007-02-02 22:22:00
"2424","0.848","0.128","241.150","3.600","0.000","0.000",0,2007-02-02 22:23:00
"2425","0.764","0.138","242.510","3.200","0.000","0.000",0,2007-02-02 22:24:00
"2426","0.896","0.134","242.060","3.800","0.000","0.000",0,2007-02-02 22:25:00
"2427","1.398","0.124","241.430","6.000","0.000","0.000",1,2007-02-02 22:26:00
"2428","2.378","0.114","240.220","9.800","0.000","0.000",18,2007-02-02 22:27:00
"2429","2.760","0.116","240.550","11.400","0.000","0.000",19,2007-02-02 22:28:00
"2430","2.734","0.114","240.090","11.400","0.000","0.000",18,2007-02-02 22:29:00
"2431","2.716","0.112","239.590","11.200","0.000","0.000",17,2007-02-02 22:30:00
"2432","2.704","0.110","239.290","11.200","0.000","0.000",18,2007-02-02 22:31:00
"2433","2.604","0.112","239.410","10.800","0.000","0.000",18,2007-02-02 22:32:00
"2434","2.500","0.116","239.750","10.600","0.000","0.000",17,2007-02-02 22:33:00
"2435","4.060","0.092","238.050","17.000","0.000","0.000",18,2007-02-02 22:34:00
"2436","3.996","0.096","238.770","16.600","0.000","0.000",17,2007-02-02 22:35:00
"2437","3.946","0.096","238.500","16.400","0.000","0.000",18,2007-02-02 22:36:00
"2438","3.922","0.098","238.910","16.400","0.000","0.000",17,2007-02-02 22:37:00
"2439","3.884","0.000","238.710","16.200","0.000","0.000",18,2007-02-02 22:38:00
"2440","3.912","0.070","239.140","16.200","0.000","0.000",17,2007-02-02 22:39:00
"2441","3.910","0.070","239.000","16.200","0.000","0.000",18,2007-02-02 22:40:00
"2442","3.914","0.070","239.030","16.200","0.000","0.000",17,2007-02-02 22:41:00
"2443","3.946","0.074","240.110","16.400","0.000","0.000",18,2007-02-02 22:42:00
"2444","3.954","0.074","240.480","16.400","0.000","0.000",18,2007-02-02 22:43:00
"2445","3.928","0.072","239.620","16.400","0.000","0.000",17,2007-02-02 22:44:00
"2446","3.922","0.070","239.510","16.200","0.000","0.000",18,2007-02-02 22:45:00
"2447","3.926","0.072","239.680","16.200","0.000","0.000",18,2007-02-02 22:46:00
"2448","3.926","0.072","239.720","16.200","0.000","0.000",17,2007-02-02 22:47:00
"2449","4.140","0.068","239.270","17.200","0.000","0.000",18,2007-02-02 22:48:00
"2450","4.370","0.090","239.640","18.200","0.000","0.000",17,2007-02-02 22:49:00
"2451","4.338","0.046","239.490","18.000","0.000","0.000",18,2007-02-02 22:50:00
"2452","4.314","0.000","239.900","17.800","0.000","0.000",18,2007-02-02 22:51:00
"2453","4.318","0.000","239.980","18.000","0.000","0.000",17,2007-02-02 22:52:00
"2454","4.314","0.000","239.820","18.000","0.000","0.000",18,2007-02-02 22:53:00
"2455","4.292","0.000","239.180","17.800","0.000","0.000",17,2007-02-02 22:54:00
"2456","4.294","0.000","239.270","17.800","0.000","0.000",18,2007-02-02 22:55:00
"2457","4.286","0.000","239.110","17.800","0.000","0.000",18,2007-02-02 22:56:00
"2458","4.290","0.000","239.220","17.800","0.000","0.000",17,2007-02-02 22:57:00
"2459","4.368","0.000","239.510","18.200","0.000","0.000",18,2007-02-02 22:58:00
"2460","4.236","0.000","239.250","17.600","0.000","0.000",17,2007-02-02 22:59:00
"2461","4.072","0.000","240.040","16.800","0.000","0.000",18,2007-02-02 23:00:00
"2462","2.172","0.000","241.780","9.600","0.000","0.000",18,2007-02-02 23:01:00
"2463","1.746","0.000","240.330","7.200","0.000","0.000",17,2007-02-02 23:02:00
"2464","1.772","0.000","240.210","7.400","0.000","0.000",18,2007-02-02 23:03:00
"2465","1.818","0.124","239.670","7.600","0.000","0.000",18,2007-02-02 23:04:00
"2466","2.684","0.114","238.590","12.000","0.000","0.000",17,2007-02-02 23:05:00
"2467","3.616","0.104","237.870","15.200","0.000","0.000",18,2007-02-02 23:06:00
"2468","3.554","0.102","237.860","14.800","0.000","0.000",17,2007-02-02 23:07:00
"2469","3.596","0.102","237.860","15.000","0.000","0.000",17,2007-02-02 23:08:00
"2470","3.670","0.098","238.190","15.400","0.000","0.000",18,2007-02-02 23:09:00
"2471","3.746","0.086","238.520","15.600","0.000","0.000",17,2007-02-02 23:10:00
"2472","3.720","0.088","239.260","15.400","0.000","0.000",18,2007-02-02 23:11:00
"2473","3.710","0.090","240.020","15.400","0.000","0.000",17,2007-02-02 23:12:00
"2474","3.618","0.096","240.140","15.000","0.000","0.000",18,2007-02-02 23:13:00
"2475","3.612","0.096","239.970","15.000","0.000","0.000",18,2007-02-02 23:14:00
"2476","3.620","0.098","240.250","15.000","0.000","0.000",17,2007-02-02 23:15:00
"2477","3.620","0.098","240.270","15.000","0.000","0.000",18,2007-02-02 23:16:00
"2478","3.598","0.094","239.460","15.000","0.000","0.000",18,2007-02-02 23:17:00
"2479","3.576","0.092","238.710","14.800","0.000","0.000",17,2007-02-02 23:18:00
"2480","3.500","0.000","238.540","14.600","0.000","0.000",17,2007-02-02 23:19:00
"2481","3.492","0.000","238.970","14.600","0.000","0.000",18,2007-02-02 23:20:00
"2482","3.504","0.000","239.340","14.600","0.000","0.000",17,2007-02-02 23:21:00
"2483","3.516","0.000","239.810","14.600","0.000","0.000",18,2007-02-02 23:22:00
"2484","3.550","0.000","239.870","14.800","0.000","0.000",18,2007-02-02 23:23:00
"2485","3.578","0.074","239.360","14.800","0.000","0.000",17,2007-02-02 23:24:00
"2486","3.532","0.074","239.430","14.600","0.000","0.000",18,2007-02-02 23:25:00
"2487","3.476","0.076","239.400","14.400","0.000","0.000",17,2007-02-02 23:26:00
"2488","3.470","0.074","239.260","14.400","0.000","0.000",18,2007-02-02 23:27:00
"2489","3.474","0.076","239.350","14.400","0.000","0.000",18,2007-02-02 23:28:00
"2490","3.494","0.078","240.150","14.400","0.000","0.000",17,2007-02-02 23:29:00
"2491","3.492","0.080","240.170","14.400","0.000","0.000",18,2007-02-02 23:30:00
"2492","3.496","0.080","240.410","14.400","0.000","0.000",18,2007-02-02 23:31:00
"2493","3.498","0.080","240.500","14.400","0.000","0.000",17,2007-02-02 23:32:00
"2494","3.488","0.078","240.110","14.400","0.000","0.000",18,2007-02-02 23:33:00
"2495","3.480","0.074","239.990","14.400","0.000","0.000",18,2007-02-02 23:34:00
"2496","3.450","0.000","239.870","14.200","0.000","0.000",17,2007-02-02 23:35:00
"2497","3.518","0.000","239.840","14.600","0.000","0.000",18,2007-02-02 23:36:00
"2498","3.510","0.000","239.630","14.600","0.000","0.000",17,2007-02-02 23:37:00
"2499","3.498","0.000","239.210","14.600","0.000","0.000",18,2007-02-02 23:38:00
"2500","3.498","0.000","239.280","14.600","0.000","0.000",18,2007-02-02 23:39:00
"2501","3.496","0.000","239.210","14.600","0.000","0.000",17,2007-02-02 23:40:00
"2502","3.508","0.000","239.610","14.600","0.000","0.000",18,2007-02-02 23:41:00
"2503","3.506","0.000","239.510","14.600","0.000","0.000",17,2007-02-02 23:42:00
"2504","3.498","0.000","239.230","14.600","0.000","0.000",18,2007-02-02 23:43:00
"2505","3.532","0.000","238.750","14.800","0.000","0.000",17,2007-02-02 23:44:00
"2506","3.584","0.100","238.370","15.000","0.000","0.000",18,2007-02-02 23:45:00
"2507","3.616","0.104","239.660","15.000","0.000","0.000",17,2007-02-02 23:46:00
"2508","3.626","0.106","240.100","15.000","0.000","0.000",18,2007-02-02 23:47:00
"2509","3.634","0.108","240.470","15.000","0.000","0.000",18,2007-02-02 23:48:00
"2510","3.606","0.102","240.390","15.000","0.000","0.000",17,2007-02-02 23:49:00
"2511","3.624","0.104","241.110","15.000","0.000","0.000",18,2007-02-02 23:50:00
"2512","3.628","0.104","241.260","15.000","0.000","0.000",18,2007-02-02 23:51:00
"2513","3.626","0.104","241.070","15.000","0.000","0.000",18,2007-02-02 23:52:00
"2514","3.700","0.208","240.720","15.400","0.000","0.000",18,2007-02-02 23:53:00
"2515","3.696","0.226","240.710","15.200","0.000","1.000",17,2007-02-02 23:54:00
"2516","3.696","0.226","240.900","15.200","0.000","1.000",18,2007-02-02 23:55:00
"2517","3.698","0.226","241.020","15.200","0.000","2.000",18,2007-02-02 23:56:00
"2518","3.684","0.224","240.480","15.200","0.000","1.000",18,2007-02-02 23:57:00
"2519","3.658","0.220","239.610","15.200","0.000","1.000",17,2007-02-02 23:58:00
"2520","3.680","0.224","240.370","15.200","0.000","2.000",18,2007-02-02 23:59:00
"2521","3.614","0.106","240.990","15.000","0.000","1.000",18,2007-02-03 00:00:00
"2522","3.592","0.090","240.560","14.800","0.000","2.000",17,2007-02-03 00:01:00
"2523","3.588","0.092","240.370","14.800","0.000","1.000",18,2007-02-03 00:02:00
"2524","3.598","0.094","240.710","14.800","0.000","1.000",18,2007-02-03 00:03:00
"2525","3.612","0.096","241.260","14.800","0.000","2.000",18,2007-02-03 00:04:00
"2526","3.630","0.098","241.960","15.000","0.000","1.000",18,2007-02-03 00:05:00
"2527","3.908","0.094","241.500","16.200","0.000","1.000",18,2007-02-03 00:06:00
"2528","3.920","0.094","241.210","16.200","0.000","2.000",17,2007-02-03 00:07:00
"2529","3.920","0.094","241.260","16.200","0.000","1.000",18,2007-02-03 00:08:00
"2530","3.782","0.184","241.110","15.600","0.000","1.000",18,2007-02-03 00:09:00
"2531","3.550","0.210","241.430","14.600","0.000","2.000",18,2007-02-03 00:10:00
"2532","3.546","0.208","241.290","14.600","0.000","1.000",18,2007-02-03 00:11:00
"2533","3.542","0.206","241.210","14.600","0.000","1.000",18,2007-02-03 00:12:00
"2534","3.582","0.202","240.400","14.800","0.000","1.000",17,2007-02-03 00:13:00
"2535","3.838","0.192","239.870","16.000","0.000","2.000",18,2007-02-03 00:14:00
"2536","3.830","0.188","239.530","16.000","0.000","1.000",17,2007-02-03 00:15:00
"2537","3.822","0.188","239.430","15.800","0.000","1.000",18,2007-02-03 00:16:00
"2538","3.804","0.184","238.890","15.800","0.000","1.000",17,2007-02-03 00:17:00
"2539","3.784","0.182","238.210","15.800","0.000","2.000",18,2007-02-03 00:18:00
"2540","3.778","0.180","238.110","15.800","0.000","1.000",17,2007-02-03 00:19:00
"2541","3.718","0.080","238.460","15.600","0.000","1.000",18,2007-02-03 00:20:00
"2542","3.708","0.080","238.220","15.400","0.000","1.000",17,2007-02-03 00:21:00
"2543","3.702","0.054","238.620","15.400","0.000","1.000",18,2007-02-03 00:22:00
"2544","3.664","0.000","239.120","15.200","0.000","0.000",17,2007-02-03 00:23:00
"2545","3.674","0.000","239.480","15.200","0.000","0.000",18,2007-02-03 00:24:00
"2546","3.742","0.000","239.380","15.600","0.000","0.000",17,2007-02-03 00:25:00
"2547","3.776","0.094","238.970","15.800","0.000","0.000",18,2007-02-03 00:26:00
"2548","3.784","0.096","239.410","15.800","0.000","0.000",17,2007-02-03 00:27:00
"2549","3.782","0.096","239.380","15.800","0.000","0.000",18,2007-02-03 00:28:00
"2550","3.782","0.096","239.430","15.800","0.000","0.000",17,2007-02-03 00:29:00
"2551","3.774","0.096","239.290","15.600","0.000","0.000",18,2007-02-03 00:30:00
"2552","3.770","0.096","239.440","15.600","0.000","0.000",18,2007-02-03 00:31:00
"2553","3.764","0.096","239.280","15.600","0.000","0.000",17,2007-02-03 00:32:00
"2554","3.778","0.096","239.730","15.600","0.000","0.000",18,2007-02-03 00:33:00
"2555","3.774","0.096","239.690","15.600","0.000","0.000",17,2007-02-03 00:34:00
"2556","3.760","0.094","239.230","15.600","0.000","0.000",18,2007-02-03 00:35:00
"2557","3.774","0.086","239.380","15.600","0.000","0.000",17,2007-02-03 00:36:00
"2558","3.768","0.086","239.200","15.600","0.000","0.000",18,2007-02-03 00:37:00
"2559","3.766","0.086","239.150","15.600","0.000","0.000",17,2007-02-03 00:38:00
"2560","3.764","0.086","239.080","15.600","0.000","0.000",18,2007-02-03 00:39:00
"2561","3.738","0.058","238.840","15.600","0.000","0.000",17,2007-02-03 00:40:00
"2562","3.664","0.000","239.080","15.200","0.000","0.000",18,2007-02-03 00:41:00
"2563","3.700","0.000","240.090","15.400","0.000","0.000",18,2007-02-03 00:42:00
"2564","3.696","0.000","239.980","15.400","0.000","0.000",17,2007-02-03 00:43:00
"2565","3.676","0.000","239.290","15.200","0.000","0.000",18,2007-02-03 00:44:00
"2566","3.674","0.000","239.200","15.200","0.000","0.000",17,2007-02-03 00:45:00
"2567","3.688","0.000","239.640","15.400","0.000","0.000",18,2007-02-03 00:46:00
"2568","3.702","0.000","240.090","15.400","0.000","0.000",18,2007-02-03 00:47:00
"2569","3.700","0.000","240.080","15.400","0.000","0.000",17,2007-02-03 00:48:00
"2570","3.692","0.000","239.780","15.400","0.000","0.000",18,2007-02-03 00:49:00
"2571","3.696","0.000","239.930","15.400","0.000","0.000",18,2007-02-03 00:50:00
"2572","3.690","0.000","239.710","15.400","0.000","0.000",17,2007-02-03 00:51:00
"2573","3.684","0.000","239.470","15.200","0.000","0.000",18,2007-02-03 00:52:00
"2574","3.684","0.000","239.530","15.200","0.000","0.000",17,2007-02-03 00:53:00
"2575","3.676","0.000","238.210","15.400","0.000","0.000",18,2007-02-03 00:54:00
"2576","3.716","0.062","238.350","15.600","0.000","0.000",17,2007-02-03 00:55:00
"2577","3.656","0.056","236.310","15.400","0.000","0.000",17,2007-02-03 00:56:00
"2578","3.634","0.054","235.480","15.400","0.000","0.000",17,2007-02-03 00:57:00
"2579","3.632","0.054","235.450","15.400","0.000","0.000",17,2007-02-03 00:58:00
"2580","3.620","0.052","235.050","15.400","0.000","0.000",17,2007-02-03 00:59:00
"2581","3.616","0.052","234.920","15.400","0.000","0.000",17,2007-02-03 01:00:00
"2582","3.608","0.052","234.720","15.200","0.000","0.000",17,2007-02-03 01:01:00
"2583","3.604","0.052","234.570","15.200","0.000","0.000",17,2007-02-03 01:02:00
"2584","3.612","0.052","234.600","15.400","0.000","0.000",17,2007-02-03 01:03:00
"2585","3.588","0.050","233.810","15.200","0.000","0.000",17,2007-02-03 01:04:00
"2586","3.544","0.000","234.360","15.000","0.000","0.000",16,2007-02-03 01:05:00
"2587","3.606","0.000","234.190","15.400","0.000","0.000",17,2007-02-03 01:06:00
"2588","3.642","0.076","234.260","15.400","0.000","0.000",17,2007-02-03 01:07:00
"2589","3.628","0.076","233.940","15.400","0.000","0.000",17,2007-02-03 01:08:00
"2590","3.640","0.078","234.380","15.400","0.000","0.000",17,2007-02-03 01:09:00
"2591","3.648","0.078","234.730","15.400","0.000","0.000",17,2007-02-03 01:10:00
"2592","3.646","0.078","234.740","15.400","0.000","0.000",16,2007-02-03 01:11:00
"2593","3.642","0.078","234.730","15.400","0.000","0.000",17,2007-02-03 01:12:00
"2594","3.622","0.076","234.260","15.400","0.000","0.000",17,2007-02-03 01:13:00
"2595","3.622","0.076","234.300","15.400","0.000","0.000",17,2007-02-03 01:14:00
"2596","3.614","0.076","234.090","15.400","0.000","0.000",17,2007-02-03 01:15:00
"2597","3.618","0.076","234.250","15.400","0.000","0.000",17,2007-02-03 01:16:00
"2598","3.616","0.076","234.200","15.400","0.000","0.000",17,2007-02-03 01:17:00
"2599","3.618","0.076","234.090","15.400","0.000","0.000",16,2007-02-03 01:18:00
"2600","3.646","0.080","234.970","15.400","0.000","0.000",17,2007-02-03 01:19:00
"2601","3.652","0.080","235.150","15.400","0.000","0.000",17,2007-02-03 01:20:00
"2602","3.610","0.000","235.210","15.200","0.000","0.000",17,2007-02-03 01:21:00
"2603","3.558","0.000","235.020","15.000","0.000","0.000",17,2007-02-03 01:22:00
"2604","3.544","0.046","234.490","15.000","0.000","0.000",17,2007-02-03 01:23:00
"2605","3.552","0.000","234.840","15.000","0.000","0.000",17,2007-02-03 01:24:00
"2606","3.558","0.000","235.020","15.000","0.000","0.000",17,2007-02-03 01:25:00
"2607","3.564","0.000","235.250","15.000","0.000","0.000",17,2007-02-03 01:26:00
"2608","3.560","0.000","235.130","15.000","0.000","0.000",17,2007-02-03 01:27:00
"2609","3.542","0.046","234.480","15.000","0.000","0.000",17,2007-02-03 01:28:00
"2610","3.546","0.000","234.640","15.000","0.000","0.000",17,2007-02-03 01:29:00
"2611","3.556","0.000","235.010","15.000","0.000","0.000",16,2007-02-03 01:30:00
"2612","3.552","0.000","234.850","15.000","0.000","0.000",17,2007-02-03 01:31:00
"2613","3.534","0.046","234.190","15.000","0.000","0.000",17,2007-02-03 01:32:00
"2614","3.520","0.046","233.660","15.000","0.000","0.000",17,2007-02-03 01:33:00
"2615","3.518","0.046","233.640","15.000","0.000","0.000",17,2007-02-03 01:34:00
